asin,afntotalquantity,subsource,sellerSku,AfnListingExists
"B07GFL4PWW","0","Amazon UK","GB-TIE-S925-BRA-ELA-001-FBA","1"
"B07T31BN76","0","Amazon UK","GB-TIE-S925-BRA-MEN-002-200-FBA","1"
"B07GGSXD7Q","0","Amazon UK","GB-TIE-S925-EAR-001-FBA","1"
"B07GGTTTLW","0","Amazon UK","GB-TIE-S925-EAR-002-FBA","1"
"B07GGS55YD","1","Amazon UK","GB-TIE-S925-EAR-003-FBA","0"
"B07GHBFF48","0","Amazon UK","GB-TIE-S925-EAR-004-FBA","1"
"B07GGXY9XY","0","Amazon UK","GB-TIE-S925-EAR-005-FBA","1"
"B07GGVVJ6G","0","Amazon UK","GB-TIE-S925-EAR-006-FBA","1"
"B07GH2FNTH","0","Amazon UK","GB-TIE-S925-EAR-007-FBA","1"
"B07GGWLVW8","0","Amazon UK","GB-TIE-S925-EAR-008-FBA","1"
"B07GGWVC95","0","Amazon UK","GB-TIE-S925-EAR-009-FBA","1"
"B07GGW9S79","0","Amazon UK","GB-TIE-S925-EAR-010-FBA","1"
"B07GGV9BZL","0","Amazon UK","GB-TIE-S925-EAR-011-FBA","1"
"B07GGSN34R","0","Amazon UK","GB-TIE-S925-EAR-012-FBA","1"
"B07GGS5QNP","0","Amazon UK","GB-TIE-S925-EAR-013-FBA","1"
"B01IBQXCZ4","0","Amazon UK","EU-BIA-S925-CHAIN-044-630-190-FBA","0"
"B012HM7F9C","0","Amazon UK","EU-BIA-S925-CHAIN-037-125-450-FBA","0"
"B0164MQF42","0","Amazon UK","EU-BIA-S925-CHAIN-038-140-450-FBA","0"
"B077MH9RM9","0","Amazon UK","EU-BIA-S925-HOOP-HIN-045-FBA","0"
"B077MB4KG9","0","Amazon UK","EU-GS-GP-HOOP-045-FBA","0"
"B07F8CDJRJ","0","Amazon UK","EU-TIE-S925-ANK-015-FBA","0"
"B07F8C1VR5","0","Amazon UK","EU-TIE-S925-ANK-016-FBA","0"
"B07F89C3TG","0","Amazon UK","EU-TIE-S925-ANK-017-FBA","0"
"B07F8CZLPB","0","Amazon UK","EU-TIE-S925-ANK-018-FBA","0"
"B07F89D9VY","0","Amazon UK","EU-TIE-S925-ANK-019-FBA","0"
"B07F8CY6QN","0","Amazon UK","EU-TIE-S925-ANK-025-FBA","0"
"B077T8SLKQ","0","Amazon UK","EU-TIE-S925-BRA-011-FBA","0"
"B077TK8LZL","0","Amazon UK","EU-TIE-S925-BRA-012-FBA","0"
"B07F8BHSHM","0","Amazon UK","EU-TIE-S925-ANK-009-FBA","0"
"B07F887PBL","0","Amazon UK","EU-TIE-S925-ANK-010-FBA","0"
"B07F89T25B","0","Amazon UK","EU-TIE-S925-ANK-005-FBA","0"
"B07GGW9S79","0","Amazon UK","EU-TIE-S925-EAR-010-FBA","0"
"B077TB36G4","0","Amazon UK","EU-TIE-S925-BRA-026-FBA","0"
"B073G8ZSHF","0","Amazon UK","EU-BIA-GP-CHAIN-001-060-450-FBA","0"
"B07GHBFF48","0","Amazon UK","EU-TIE-S925-EAR-004-FBA","0"
"B077MN5KDQ","0","Amazon UK","EU-BIA-GP-CHAIN-036-140-250-FBA","0"
"B073GB5FK4","0","Amazon UK","EU-BIA-GP-CHAIN-041-220-600-FBA","0"
"B073GBF888","0","Amazon UK","EU-BIA-ROSE-CHAIN-001-060-450-FBA","0"
"B073G8SYCQ","0","Amazon UK","EU-BIA-ROSE-CHAIN-019-110-600-FBA","0"
"B00D9BSYQY","0","Amazon UK","EU-BIA-S925-CHAIN-001-060-450-FBA","0"
"B00D94C26O","0","Amazon UK","EU-BIA-S925-CHAIN-001-030-400-FBA","0"
"B00DKCY40C","0","Amazon UK","EU-BIA-S925-CHAIN-021-080-180-FBA","0"
"B07GGWLVW8","0","Amazon UK","EU-TIE-S925-EAR-008-FBA","0"
"B071XRPDN3","0","Amazon UK","EU-S925-BC-0396-PEN-5C-FBA","0"
"B071DCGLGH","0","Amazon UK","EU-S925-BC-1505-PEN-6G-FBA","0"
"B071R11ZM7","0","Amazon UK","EU-S925-BC-1505-PEN-3H-FBA","0"
"B071Y19B64","0","Amazon UK","EU-S925-BC-1764-PEN-1W-FBA","0"
"B071R1212Q","0","Amazon UK","EU-S925-BC-1895-PEN-6G-FBA","0"
"B071CTDQML","0","Amazon UK","EU-S925-BC-4070-PIN-3H-FBA","0"
"B06ZYQV66Y","0","Amazon UK","EU-S925-BC-4107-PIN-2Y-FBA","0"
"B071R98M2N","0","Amazon UK","EU-S925-BC-8007-EAR-3H-FBA","0"
"B06ZY4LVFR","0","Amazon UK","EU-S925-BC-8222-EAR-5C-FBA","0"
"B071CHQLSM","0","Amazon UK","EU-S925-BC-8222-EAR-6G-FBA","0"
"B071CS9M92","0","Amazon UK","EU-S925-BC-8380-EAR-3H-FBA","0"
"B06ZZV483K","0","Amazon UK","EU-S925-BC-8497-EAR-3H-FBA","0"
"B071DCB494","0","Amazon UK","EU-S925-BC-8497-EAR-5C-FBA","0"
"B071Y1DJZF","0","Amazon UK","EU-S925-BC-8497-EAR-6G-FBA","0"
"B071XR15W6","0","Amazon UK","EU-S925-BC-5953-EAR-6G-FBA","0"
"B07KW5YHXB","0","Amazon US","US-GL-9K-CHAIN-001-140-510-FBA","0"
"B07KW4FB47","0","Amazon US","US-GL-9K-CHAIN-002-140-510-FBA","1"
"B07KW5HKR8","0","Amazon US","US-GL-9K-CHAIN-003-140-510-FBA","1"
"B07ZC8BN6K","0","Amazon US","US-GL-9K-CHAIN-004-140-510-FBA","1"
"B07ZC7ZQMN","0","Amazon US","US-GL-9K-CHAIN-005-140-510-FBA","1"
"B07ZC76LN6","0","Amazon US","US-GL-9K-CHAIN-006-140-510-FBA","1"
"B08WPDB9G5","0","Amazon US","US-G9K-YEL-PEN-HART-001-FBA","0"
"B08WPD6WV5","0","Amazon US","US-G9K-YEL-PEN-KEY-001-FBA","0"
"B08WPDB9G5","0","Amazon UK","EU-G9K-YEL-PEN-HART-001-FBA","0"
"B08WPD6WV5","0","Amazon UK","EU-G9K-YEL-PEN-KEY-001-FBA","0"
"B08WPDB9G5","0","Amazon AU","AU-G9K-YEL-PEN-HART-001-FBA","1"
"B08WPD6WV5","0","Amazon AU","AU-G9K-YEL-PEN-KEY-001-FBA","1"
"B08WPDB9G5","8","Amazon CA","CA-G9K-YEL-PEN-HART-001-FBA","0"
"B08WPD6WV5","0","Amazon CA","CA-G9K-YEL-PEN-KEY-001-FBA","0"
"B08WPDB9G5","10","Amazon UK","GB-G9K-YEL-PEN-HART-001-FBA","1"
"B08WPD6WV5","9","Amazon UK","GB-G9K-YEL-PEN-KEY-001-FBA","1"
"B08WPDB9G5","0","Amazon MX","US-G9K-YEL-PEN-HART-001-FBA","0"
"B08WPD6WV5","0","Amazon MX","US-G9K-YEL-PEN-KEY-001-FBA","0"
"B08XY2DJGF","0","Amazon MX","US-G9K-YEL-NEC-CHA-001-011-360-FBA","0"
"B08XY33TMG","0","Amazon MX","US-G9K-YEL-NEC-CHA-001-011-450-FBA","0"
"B08XY3GMG8","0","Amazon MX","US-G9K-YEL-NEC-CHA-001-011-500-FBA","0"
"B08XY4GZTZ","0","Amazon MX","US-G9K-YEL-NEC-CHA-001-011-600-FBA","0"
"B08XY2DJGF","0","Amazon US","US-G9K-YEL-NEC-CHA-001-011-360-FBA","0"
"B08XY33TMG","1","Amazon US","US-G9K-YEL-NEC-CHA-001-011-450-FBA","0"
"B08XY3GMG8","0","Amazon US","US-G9K-YEL-NEC-CHA-001-011-500-FBA","0"
"B08XY4GZTZ","0","Amazon US","US-G9K-YEL-NEC-CHA-001-011-600-FBA","0"
"B08XY2DJGF","11","Amazon UK","GB-G9K-YEL-NEC-CHA-001-011-360-FBA","1"
"B08XY33TMG","0","Amazon UK","GB-G9K-YEL-NEC-CHA-001-011-450-FBA","1"
"B08XY3GMG8","0","Amazon UK","GB-G9K-YEL-NEC-CHA-001-011-500-FBA","1"
"B08XY4GZTZ","0","Amazon UK","GB-G9K-YEL-NEC-CHA-001-011-600-FBA","1"
"B08XY2DJGF","5","Amazon CA","CA-G9K-YEL-NEC-CHA-001-011-360-FBA","0"
"B08XY3GMG8","6","Amazon CA","CA-G9K-YEL-NEC-CHA-001-011-500-FBA","0"
"B08XY4GZTZ","9","Amazon CA","CA-G9K-YEL-NEC-CHA-001-011-600-FBA","0"
"B08XY2DJGF","0","Amazon AU","AU-G9K-YEL-NEC-CHA-001-011-360-FBA","1"
"B08XY33TMG","0","Amazon AU","AU-G9K-YEL-NEC-CHA-001-011-450-FBA","1"
"B08XY3GMG8","0","Amazon AU","AU-G9K-YEL-NEC-CHA-001-011-500-FBA","1"
"B08XY4GZTZ","0","Amazon AU","AU-G9K-YEL-NEC-CHA-001-011-600-FBA","1"
"B08XY33TMG","4","Amazon CA","CA-G9K-YEL-NEC-CHA-001-011-450-FBA","0"
"B08Z4869H6","7","Amazon UK","GB-S925-WHI-PEN-LOC-006-FBA","1"
"B08Z48GFWM","15","Amazon UK","GB-S925-WHI-PEN-LOC-007-FBA","1"
"B08Z4BFXWM","9","Amazon UK","GB-S925-WHI-PEN-LOC-008-FBA","1"
"B08Z4B7LSJ","5","Amazon UK","GB-S925-WHI-PEN-LOC-009-FBA","1"
"B08Z49YBVT","9","Amazon UK","GB-S925-WHI-PEN-LOC-010-FBA","1"
"B08LGY5RXS","5","Amazon CA","CA-S925-BAW-NEC-CHA-016-045-450-FBA2","0"
"B08LGY5RXS","0","Amazon US","US-S925-BAW-NEC-CHA-016-045-450-FBA2","0"
"B08LGY5RXS","0","Amazon AU","AU-S925-BAW-NEC-CHA-016-045-450-FBA2","0"
"B0943XS5HL","0","Amazon MX","US-S925-YEL-EAR-HOOP-020-012-FBA","0"
"B0943WDXFR","0","Amazon MX","US-S925-YEL-EAR-HOOP-020-020-FBA","0"
"B0943XX2SF","0","Amazon MX","US-S925-WHI-EAR-HOOP-020-012-FBA","0"
"B0943YDNJC","0","Amazon MX","US-S925-WHI-EAR-HOOP-020-020-FBA","0"
"B0943XX2SF","18","Amazon UK","GB-S925-WHI-EAR-HOOP-020-012-FBA","1"
"B0943YDNJC","8","Amazon UK","GB-S925-WHI-EAR-HOOP-020-020-FBA","1"
"B0943XS5HL","6","Amazon UK","GB-S925-YEL-EAR-HOOP-020-012-FBA","1"
"B0943WDXFR","17","Amazon UK","GB-S925-YEL-EAR-HOOP-020-020-FBA","1"
"B0943XS5HL","5","Amazon CA","CA-S925-YEL-EAR-HOOP-020-012-FBA","0"
"B0943WDXFR","0","Amazon CA","CA-S925-YEL-EAR-HOOP-020-020-FBA","0"
"B0943XX2SF","0","Amazon CA","CA-S925-WHI-EAR-HOOP-020-012-FBA","0"
"B0943YDNJC","2","Amazon CA","CA-S925-WHI-EAR-HOOP-020-020-FBA","0"
"B0943XX2SF","0","Amazon US","US-S925-WHI-EAR-HOOP-020-012-FBA","0"
"B0943YDNJC","0","Amazon US","US-S925-WHI-EAR-HOOP-020-020-FBA","0"
"B0943XS5HL","0","Amazon US","US-S925-YEL-EAR-HOOP-020-012-FBA","0"
"B0943WDXFR","0","Amazon US","US-S925-YEL-EAR-HOOP-020-020-FBA","0"
"B0943XX2SF","0","Amazon AU","AU-S925-WHI-EAR-HOOP-020-012-FBA","0"
"B0943YDNJC","0","Amazon AU","AU-S925-WHI-EAR-HOOP-020-020-FBA","0"
"B0943XS5HL","0","Amazon AU","AU-S925-YEL-EAR-HOOP-020-012-FBA","0"
"B0943WDXFR","0","Amazon AU","AU-S925-YEL-EAR-HOOP-020-020-FBA","0"
"B08Z4869H6","0","Amazon MX","US-S925-WHI-PEN-LOC-006-FBA","0"
"B08Z48GFWM","0","Amazon MX","US-S925-WHI-PEN-LOC-007-FBA","0"
"B08Z4BFXWM","0","Amazon MX","US-S925-WHI-PEN-LOC-008-FBA","0"
"B08Z4B7LSJ","0","Amazon MX","US-S925-WHI-PEN-LOC-009-FBA","0"
"B08Z49YBVT","0","Amazon MX","US-S925-WHI-PEN-LOC-010-FBA","0"
"B08Z4B83GL","0","Amazon MX","US-S925-WHI-PEN-LOC-011-FBA","0"
"B08Z4869H6","0","Amazon CA","CA-S925-WHI-PEN-LOC-006-FBA","0"
"B08Z48GFWM","0","Amazon CA","CA-S925-WHI-PEN-LOC-007-FBA","0"
"B08Z4BFXWM","0","Amazon CA","CA-S925-WHI-PEN-LOC-008-FBA","0"
"B08Z4B7LSJ","0","Amazon CA","CA-S925-WHI-PEN-LOC-009-FBA","0"
"B08Z49YBVT","0","Amazon CA","CA-S925-WHI-PEN-LOC-010-FBA","0"
"B08Z4B83GL","0","Amazon CA","CA-S925-WHI-PEN-LOC-011-FBA","0"
"B08Z4869H6","0","Amazon AU","AU-S925-WHI-PEN-LOC-006-FBA","0"
"B08Z48GFWM","0","Amazon AU","AU-S925-WHI-PEN-LOC-007-FBA","0"
"B08Z4BFXWM","0","Amazon AU","AU-S925-WHI-PEN-LOC-008-FBA","0"
"B08Z4B7LSJ","0","Amazon AU","AU-S925-WHI-PEN-LOC-009-FBA","0"
"B08Z4B83GL","0","Amazon AU","AU-S925-WHI-PEN-LOC-011-FBA","0"
"B08Z4869H6","0","Amazon US","US-S925-WHI-PEN-LOC-006-FBA","0"
"B08Z48GFWM","0","Amazon US","US-S925-WHI-PEN-LOC-007-FBA","0"
"B08Z4BFXWM","0","Amazon US","US-S925-WHI-PEN-LOC-008-FBA","0"
"B08Z4B7LSJ","0","Amazon US","US-S925-WHI-PEN-LOC-009-FBA","0"
"B08Z49YBVT","0","Amazon US","US-S925-WHI-PEN-LOC-010-FBA","0"
"B08Z4B83GL","0","Amazon US","US-S925-WHI-PEN-LOC-011-FBA","0"
"B08Z49YBVT","0","Amazon AU","AU-S925-WHI-PEN-LOC-010-FBA","0"
"B08LGY5RXS","0","Amazon MX","US-S925-BAW-NEC-CHA-016-045-450-FBA2","0"
"B08ZSTHD3P","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSVSK7Z","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSSZDS8","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSWSCXX","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-002-6to7-FBA","0"
"B08ZST4DBL","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-002-7to8-FBA","0"
"B08ZSTGZ6N","0","Amazon US","US-S925-WHI-EAR-STUD-PERL-002-9to10-FBA","0"
"B08ZSVZLK9","0","Amazon US","US-S925-YEL-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSTPC2F","0","Amazon US","US-S925-YEL-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSTH9H3","0","Amazon US","US-S925-YEL-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSTHD3P","2","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSVSK7Z","0","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSSZDS8","0","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSWSCXX","3","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-002-6to7-FBA","0"
"B08ZST4DBL","8","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-002-7to8-FBA","0"
"B08ZSTGZ6N","3","Amazon CA","CA-S925-WHI-EAR-STUD-PERL-002-9to10-FBA","0"
"B08ZSVZLK9","8","Amazon CA","CA-S925-YEL-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSTPC2F","0","Amazon CA","CA-S925-YEL-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSTH9H3","6","Amazon CA","CA-S925-YEL-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSTHD3P","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSVSK7Z","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSWSCXX","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-002-6to7-FBA","0"
"B08ZSTGZ6N","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-002-9to10-FBA","0"
"B08ZSVZLK9","0","Amazon AU","AU-S925-YEL-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSTH9H3","0","Amazon AU","AU-S925-YEL-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSSZDS8","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSTPC2F","0","Amazon AU","AU-S925-YEL-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZST4DBL","0","Amazon AU","AU-S925-WHI-EAR-STUD-PERL-002-7to8-FBA","0"
"B08ZSTHD3P","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSVSK7Z","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSSZDS8","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-001-9to10-FBA","0"
"B08ZSWSCXX","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-002-6to7-FBA","0"
"B08ZST4DBL","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-002-7to8-FBA","0"
"B08ZSTGZ6N","0","Amazon MX","US-S925-WHI-EAR-STUD-PERL-002-9to10-FBA","0"
"B08ZSVZLK9","0","Amazon MX","US-S925-YEL-EAR-STUD-PERL-001-6to7-FBA","0"
"B08ZSTPC2F","0","Amazon MX","US-S925-YEL-EAR-STUD-PERL-001-7to8-FBA","0"
"B08ZSTH9H3","0","Amazon MX","US-S925-YEL-EAR-STUD-PERL-001-9to10-FBA","0"
"B091FRRZGQ","0","Amazon US","US-S925-WHI-PEN-ANML-001-FBA","0"
"B091FS5G8F","0","Amazon US","US-S925-WHI-PEN-BALL-001-FBA","0"
"B091FQ62VJ","0","Amazon US","US-S925-WHI-PEN-COIN-002-FBA","0"
"B091FRDB42","0","Amazon US","US-S925-WHI-PEN-KEY-001-FBA","0"
"B091FSR26S","0","Amazon US","US-S925-WHI-PEN-LEAF-001-FBA","0"
"B091FRW8WS","0","Amazon US","US-S925-WHI-PEN-LEAF-002-FBA","0"
"B091FSWXY3","0","Amazon US","US-S925-WHI-PEN-LEAF-003-FBA","0"
"B091FQPMZK","0","Amazon US","US-S925-WHI-PEN-MUS-001-FBA","0"
"B091FRN6MN","0","Amazon US","US-S925-WHI-PEN-PLOC-001-FBA","0"
"B091FS72KX","0","Amazon US","US-S925-WHI-PEN-SEA-001-FBA","0"
"B091FRLRDB","0","Amazon US","US-S925-WHI-PEN-STAR-001-FBA","0"
"B091FRDB42","10","Amazon CA","CA-S925-WHI-PEN-KEY-001-FBA","0"
"B091FSR26S","4","Amazon CA","CA-S925-WHI-PEN-LEAF-001-FBA","0"
"B091FRW8WS","8","Amazon CA","CA-S925-WHI-PEN-LEAF-002-FBA","0"
"B091FSWXY3","9","Amazon CA","CA-S925-WHI-PEN-LEAF-003-FBA","0"
"B091FRRZGQ","5","Amazon CA","CA-S925-WHI-PEN-ANML-001-FBA","0"
"B091FS5G8F","8","Amazon CA","CA-S925-WHI-PEN-BALL-001-FBA","0"
"B091FQ62VJ","8","Amazon CA","CA-S925-WHI-PEN-COIN-002-FBA","0"
"B091FQPMZK","8","Amazon CA","CA-S925-WHI-PEN-MUS-001-FBA","0"
"B091FRN6MN","10","Amazon CA","CA-S925-WHI-PEN-PLOC-001-FBA","0"
"B091FS72KX","10","Amazon CA","CA-S925-WHI-PEN-SEA-001-FBA","0"
"B091FRLRDB","8","Amazon CA","CA-S925-WHI-PEN-STAR-001-FBA","0"
"B091FRDB42","0","Amazon MX","US-S925-WHI-PEN-KEY-001-FBA","0"
"B091FSR26S","0","Amazon MX","US-S925-WHI-PEN-LEAF-001-FBA","0"
"B091FRW8WS","0","Amazon MX","US-S925-WHI-PEN-LEAF-002-FBA","0"
"B091FSWXY3","0","Amazon MX","US-S925-WHI-PEN-LEAF-003-FBA","0"
"B091FRRZGQ","0","Amazon MX","US-S925-WHI-PEN-ANML-001-FBA","0"
"B091FS5G8F","0","Amazon MX","US-S925-WHI-PEN-BALL-001-FBA","0"
"B091FQ62VJ","0","Amazon MX","US-S925-WHI-PEN-COIN-002-FBA","0"
"B091FQPMZK","0","Amazon MX","US-S925-WHI-PEN-MUS-001-FBA","0"
"B091FRN6MN","0","Amazon MX","US-S925-WHI-PEN-PLOC-001-FBA","0"
"B091FS72KX","0","Amazon MX","US-S925-WHI-PEN-SEA-001-FBA","0"
"B091FRLRDB","0","Amazon MX","US-S925-WHI-PEN-STAR-001-FBA","0"
"B091V3TMGW","0","Amazon MX","US-S925-ROS-BRA-CHA-020-200-FBA","0"
"B091V3CDL4","0","Amazon MX","US-S925-YEL-BRA-CHA-020-200-FBA","0"
"B091V3TMGW","0","Amazon CA","CA-S925-ROS-BRA-CHA-020-200-FBA","0"
"B091V3CDL4","0","Amazon CA","CA-S925-YEL-BRA-CHA-020-200-FBA","0"
"B091V3TMGW","0","Amazon US","US-S925-ROS-BRA-CHA-020-200-FBA","0"
"B091V3CDL4","0","Amazon US","US-S925-YEL-BRA-CHA-020-200-FBA","0"
"B09311RFPZ","0","Amazon MX","US-G9K-YEL-BRA-CHA-002-190-FBA","0"
"B09314BZFT","0","Amazon MX","US-G9K-YEL-BRA-CHA-003-190-FBA","0"
"B09311RFPZ","0","Amazon CA","CA-G9K-YEL-BRA-CHA-002-190-FBA","0"
"B09314BZFT","0","Amazon CA","CA-G9K-YEL-BRA-CHA-003-190-FBA","0"
"B09311RFPZ","0","Amazon US","US-G9K-YEL-BRA-CHA-002-190-FBA","0"
"B09314BZFT","0","Amazon US","US-G9K-YEL-BRA-CHA-003-190-FBA","0"
"B091FQ62VJ","0","Transter AMA AU","FBATEST001","1"
"B00D94C3Y0","76","Transter AMA AU","AU-BIA-S925-CHAIN-001-030-450-FBA","1"
"B00D94BYVS","111","Transter AMA AU","AU-BIA-S925-CHAIN-001-030-500-FBA","1"
"B00D94C2N2","37","Transter AMA AU","AU-BIA-S925-CHAIN-001-030-600-FBA","1"
"B0783Q93YJ","7","Transter AMA CA","CA-BIA-ROSE-CHAIN-001-040-250-FBA","1"
"B077MN5QL7","11","Transter AMA CA","CA-BIA-ROSE-CHAIN-019-110-250-FBA","1"
"B0783PRGMM","38","Transter AMA CA","CA-BIA-ROSE-CHAIN-041-220-250-FBA","1"
"B077MBFSXN","25","Transter AMA CA","CA-BIA-ROSE-CHAIN-045-140-250-FBA","1"
"B099SCVL6Q","27","Amazon UK","GB-S925-WHI-EAR-STUD-SWA-006-001-BBL-FBA","1"
"B099S943ZW","38","Amazon UK","GB-S925-WHI-EAR-STUD-SWA-006-202-FBA","1"
"B099S9KP1Z","26","Amazon UK","GB-S925-WHI-EAR-STUD-SWA-006-266-FBA","1"
"B099S9PSXN","21","Amazon UK","GB-S925-WHI-EAR-STUD-SWA-006-296-FBA","1"
"B00DKD02Z2","11","Transter AMA AU","AU-BIA-S925-CHAIN-013-075-190-FBA","1"
"B00JCW1XMQ","4","Transter AMA AU","AU-BIA-S925-CHAIN-020-200-190-FBA","1"
"B073D6W5P5","3","Transter AMA AU","AU-BIA-S925-CHAIN-020-200-700-FBA","1"
"B00DKCZIS4","0","Transter AMA AU","AU-BIA-S925-CHAIN-029-500-190-FBA","1"
"B072VPJQ62","9","Transter AMA AU","AU-BIA-S925-CHAIN-031-230-360-FBA","1"
"B01IBQX7GS","0","Transter AMA AU","AU-BIA-S925-CHAIN-043-200-190-FBA","1"
"B00D0TO3G0","8","Transter AMA AU","AU-BIA-S925-HOOP-001-FBA","1"
"B00D0TO6G2","11","Transter AMA AU","AU-BIA-S925-HOOP-004-FBA","1"
"B07Q7G1GF7","4","Transter AMA AU","AU-CN-S925-LOC-004-FBA","1"
"B07R4JXYTP","9","Transter AMA AU","AU-CS-9K-HOOP-020-FBA","1"
"B08MFQ9GX5","6","Transter AMA AU","AU-G9K-YEL-PEN-CROS-001-FBA","1"
"B07Z59WJPW","9","Transter AMA AU","AU-GS-GP-PEN-COIN-001-FBA","1"
"B06XYVM5V6","0","Transter AMA AU","AU-GS-S925-HOOP-045-FBA","0"
"B07QS9Y5YM","11","Transter AMA AU","AU-PAV-S925-HOOP-BALI-002-020-FBA","1"
"B06ZYZSY83","10","Transter AMA AU","AU-S925-BC-0396-PEN-3H-FBA","1"
"B08KRSV2FM","2","Transter AMA AU","AU-S925-ROS-BRA-CHA-004-200-FBA","1"
"B08P3K95HY","2","Transter AMA AU","AU-S925-WHI-EAR-HOOP-008-025-FBA","1"
"B08P3J83NZ","0","Transter AMA AU","AU-S925-WHI-EAR-HOOP-013-020-FBA","0"
"B08MFNMZNP","0","Transter AMA AU","AU-S925-WHI-PEN-CROS-004-FBA","0"
"B08R42GF7S","1","Transter AMA AU","AU-S925-WHI-RIN-CEL-006-R-FBA","1"
"B08KRSQX81","2","Transter AMA AU","AU-S925-YEL-BRA-CHA-004-200-FBA","1"
"B091V3CDL4","4","Transter AMA AU","AU-S925-YEL-BRA-CHA-020-200-FBA","1"
"B08ZSVZLK9","2","Transter AMA AU","AU-S925-YEL-EAR-STUD-PERL-001-6to7-FBA","1"
"B077MBFSXN","12","Transter AMA AU","AU-BIA-ROSE-CHAIN-045-140-250-FBA","1"
"B07RP1KJFG","10","Transter AMA AU","AU-BIA-BRP-CHAIN-060-150-650-FBA","1"
"B00NG1HUX0","0","Transter AMA AU","AU-BIA-GP-CHAIN-001-035-360-FBA","1"
"B00NG1HX9Q","20","Transter AMA AU","AU-BIA-GP-CHAIN-001-035-450-FBA","1"
"B00NG1HXZ0","17","Transter AMA AU","AU-BIA-GP-CHAIN-001-035-500-FBA","1"
"B077MQ71G6","1","Transter AMA AU","AU-BIA-GP-CHAIN-001-040-250-FBA","1"
"B073V4NY79","8","Transter AMA AU","AU-BIA-GP-CHAIN-020-200-180-FBA","1"
"B073V368GD","12","Transter AMA AU","AU-BIA-GP-CHAIN-020-200-190-FBA","1"
"B0783Q52H9","14","Transter AMA AU","AU-BIA-GP-CHAIN-041-220-250-FBA","1"
"B0783RDF5M","11","Transter AMA AU","AU-BIA-GP-CHAIN-045-140-250-FBA","1"
"B07RNZ643Y","3","Transter AMA AU","AU-BIA-GP-CHAIN-060-150-500-FBA","1"
"B07RMXGTQJ","8","Transter AMA AU","AU-BIA-GP-CHAIN-060-150-650-FBA","1"
"B077MCX3VZ","19","Transter AMA AU","AU-BIA-GP-HOOP-HIN-010-FBA","1"
"B00JCW1X12","8","Transter AMA AU","AU-BIA-S925-CHAIN-020-200-180-FBA","1"
"B07T56B5F7","0","Transter AMA AU","AU-BIA-RP-CHAIN-060-200-FBA","1"
"B0719HGPZW","0","Transter AMA AU","AU-BIA-S925-CHAIN-021-080-220-250-FBA","0"
"B012EOJ9OW","12","Transter AMA AU","AU-BIA-S925-CHAIN-024-140-450-FBA","1"
"B012EOJB36","11","Transter AMA AU","AU-BIA-S925-CHAIN-024-140-500-FBA","1"
"B012EOJDUC","0","Transter AMA AU","AU-BIA-S925-CHAIN-024-140-600-FBA","1"
"B00DKCZKSC","7","Transter AMA AU","AU-BIA-S925-CHAIN-031-230-450-FBA","1"
"B00DKCZLPY","11","Transter AMA AU","AU-BIA-S925-CHAIN-031-230-500-FBA","1"
"B072333FB6","0","Transter AMA AU","AU-BIA-S925-CHAIN-036-140-220-250-FBA","0"
"B0164MQDCQ","11","Transter AMA AU","AU-BIA-S925-CHAIN-041-220-190-FBA","1"
